id,platform,username,post_date,content,likes,comments,shares
2622,Twitter,lauren63,2023-11-13 02:45:03,Add yard explain person financial scene during.,22,33,22
2623,Instagram,marysmith,2023-04-27 13:45:03,Product not check same education behavior plan.,183,9,4
2624,Facebook,christophersullivan,2022-12-07 10:45:03,Land fly author person.,111,8,25
2625,Instagram,pattersonshawna,2023-02-25 15:45:03,Table serve today allow eight work.,254,1,4
2626,Instagram,lloydamber,2023-01-13 07:45:03,Movie institution college.,215,7,9
2627,Twitter,deborah02,2023-02-23 23:45:03,Art war believe.,257,37,5
2628,Facebook,tmartinez,2022-12-29 16:45:03,Current deal long seem husband rule.,190,8,7
2629,Instagram,rachelhall,2023-05-29 08:45:03,Here agent despite future amount easy wonder.,201,34,29
2630,Twitter,vbecker,2023-08-17 01:45:03,Each scientist choice appear always television everything.,52,20,8
2631,Twitter,bridget53,2023-03-06 06:45:03,Few where radio two rest realize.,69,18,24
2632,Facebook,megan65,2023-06-23 07:45:03,Chance expect catch else occur maybe.,60,50,5
2633,Facebook,marc11,2023-11-01 17:45:03,Sign Congress century.,181,50,19
2634,Twitter,tlambert,2023-06-13 22:45:03,Space yourself resource everybody.,245,27,28
2635,Twitter,barry11,2023-05-13 20:45:03,Admit cut fund rise bag best fall.,229,27,14
2636,Facebook,qbrown,2023-06-17 09:45:03,War south I physical weight five everything.,73,19,19
2637,Twitter,uashley,2023-10-26 11:45:03,Ready stage kind social start.,45,34,10
2638,Instagram,patricia73,2023-06-21 02:45:03,Watch certainly family wish job.,72,10,25
2639,Twitter,rojasscott,2023-02-08 06:45:03,One family north audience hope write people.,279,50,11
2640,Instagram,andreacampbell,2023-03-21 11:45:03,Friend lose fast.,242,33,30
2641,Instagram,guzmanricardo,2023-05-30 02:45:03,Item rock mother once.,144,28,19
2642,Instagram,mackenziedavis,2023-01-05 14:45:03,Professor since clear strong team well.,65,5,27
2643,Twitter,shawn31,2023-06-22 07:45:03,Something trip region.,289,47,30
2644,Facebook,gperez,2023-10-30 18:45:03,Worry economy dark become ok although individual environment.,234,12,13
2645,Twitter,aaronbrown,2023-06-22 22:45:03,Wall daughter ready easy.,88,6,2
2646,Twitter,phamjason,2023-07-05 05:45:03,Middle company admit.,81,10,20
2647,Facebook,ameyer,2023-01-02 22:45:03,Also you outside.,243,14,12
2648,Instagram,dwade,2023-12-03 08:45:03,Form most answer rich benefit trade protect.,66,45,13
2649,Instagram,weaversheila,2023-08-04 19:45:03,Against ability worry cost on seven trip church.,93,4,28
2650,Instagram,joevaughan,2023-11-13 20:45:03,Win kitchen affect hotel.,272,30,12
2651,Twitter,mejiasheri,2023-04-03 22:45:03,Your hand who degree south now blood.,51,23,7
2652,Facebook,lewiskaylee,2023-07-17 09:45:03,Coach listen doctor arm.,256,30,3
2653,Twitter,melissa09,2023-04-25 01:45:03,General we method level ok case.,223,44,25
2654,Facebook,millerjessica,2023-10-09 05:45:03,Add opportunity bill explain unit goal world street.,10,16,8
2655,Instagram,maloneaustin,2023-07-01 16:45:03,Media chance go agency city treat boy.,144,23,24
2656,Twitter,sarapierce,2023-12-02 21:45:03,Benefit available local popular.,274,4,26
2657,Twitter,moorelauren,2023-11-28 06:45:03,Require never leg history heart.,137,35,11
2658,Twitter,barnesmichelle,2023-11-26 20:45:03,Night prove his role foreign.,45,43,9
2659,Facebook,brownjason,2022-12-29 22:45:03,Move deep modern technology civil writer change.,112,17,2
2660,Facebook,sgutierrez,2023-01-11 01:45:03,Article next idea important TV police account.,33,31,5
2661,Instagram,owalls,2023-07-23 23:45:03,Agreement must wrong by difficult wait.,293,18,25
2662,Facebook,jenniferbarber,2023-06-27 18:45:03,Employee role blood his born.,94,33,5
2663,Twitter,vincent25,2023-06-11 07:45:03,Job college finally old despite.,148,1,8
2664,Facebook,frank40,2023-02-25 17:45:03,Meet hand report middle gas black person.,19,3,21
2665,Twitter,larsendiana,2023-05-04 15:45:03,Respond then sport there seven.,205,29,2
2666,Instagram,ryanluna,2023-03-20 15:45:03,Figure need strong relationship network south executive.,133,32,27
2667,Instagram,jasminesimpson,2023-01-26 07:45:03,Sing player least voice.,112,50,12
2668,Twitter,austin68,2023-04-30 02:45:03,Treat product song best.,286,4,29
2669,Instagram,haneyjason,2023-04-15 22:45:03,Election successful rich sport.,206,16,18
2670,Instagram,barbara51,2023-06-06 23:45:03,Five model if last whose statement the.,62,38,3
2671,Facebook,umurphy,2023-08-18 08:45:03,Determine their able us.,297,23,30
2672,Instagram,millerelizabeth,2023-06-07 16:45:03,Walk quality argue read hand could.,178,4,20
2673,Twitter,jennifer09,2023-04-24 14:45:03,Already story measure but.,286,32,10
2674,Instagram,stacyyang,2023-08-15 03:45:03,Resource meet century.,245,41,24
2675,Twitter,hpowell,2023-03-15 19:45:03,Inside guy meet tonight serve near will boy.,144,50,23
2676,Twitter,james52,2023-08-21 08:45:03,Hospital and fine your total.,265,17,24
2677,Instagram,fvargas,2023-11-16 14:45:03,Significant country hear finally film one father.,231,50,19
2678,Facebook,chaveznancy,2023-12-02 23:45:03,Anyone give specific pay whether ever.,103,23,18
2679,Facebook,banksmichael,2023-09-25 03:45:03,Hour current detail everybody simply very.,173,37,1
2680,Twitter,knicholson,2023-07-31 17:45:03,Speak huge short color research leave camera.,66,48,27
2681,Facebook,adam52,2023-11-07 07:45:03,Already writer hotel ago direction there.,70,37,8
2682,Facebook,teresaanderson,2023-03-30 05:45:03,Else him picture book government.,42,10,30
2683,Twitter,melissa87,2023-08-30 05:45:03,But campaign society environmental position dark people he.,167,13,12
2684,Instagram,kelly31,2023-05-06 15:45:03,Produce institution list degree.,296,45,30
2685,Instagram,randyburton,2023-05-31 20:45:03,Week bag defense structure movie country.,176,48,21
2686,Twitter,jillian76,2023-06-07 02:45:03,Now glass security consumer some design pay many.,83,41,29
2687,Instagram,nsmith,2023-07-01 14:45:03,Old different attack war many difficult.,125,9,1
2688,Twitter,james12,2022-12-25 05:45:03,Cover director seven none.,100,31,30
2689,Facebook,hcain,2023-06-09 22:45:03,Street teach choose toward drug beyond.,57,23,9
2690,Twitter,tjones,2023-09-24 05:45:03,Statement protect door tonight.,49,3,26
2691,Instagram,hensleyjackson,2023-05-28 06:45:03,Order call foot program work type.,167,32,11
2692,Facebook,logan60,2023-10-22 23:45:03,Decide air not deep small.,250,29,6
2693,Facebook,smithchelsey,2023-05-27 21:45:03,Own financial yard full trade action.,281,8,5
2694,Facebook,stacey41,2023-10-05 16:45:03,Your air administration movie another.,115,38,21
2695,Instagram,lewisryan,2023-03-15 00:45:03,Trouble nature account wish two part news.,110,34,20
2696,Facebook,monica44,2023-09-18 02:45:03,Long than option phone live.,167,10,20
2697,Instagram,cferguson,2023-02-17 11:45:03,Anyone couple do over.,28,17,6
2698,Twitter,mariabrock,2023-06-29 03:45:03,Include debate admit hotel still movie think.,69,10,5
2699,Facebook,ufitzgerald,2022-12-26 04:45:03,Part north bill fine line law.,169,39,26
2700,Facebook,kdavies,2023-07-02 22:45:03,Project theory fight assume base week collection.,242,6,25
2701,Twitter,judygibson,2023-03-03 08:45:03,Visit provide knowledge continue free number management.,62,50,27
2702,Facebook,emilycarrillo,2023-05-01 06:45:03,Fill sort whole agree model price.,295,22,28
2703,Twitter,cruzgeorge,2023-04-16 00:45:03,Area various television most.,270,16,21
2704,Facebook,otorres,2023-07-15 00:45:03,Kid try tough spend everybody.,43,1,13
2705,Twitter,melissa71,2023-11-06 19:45:03,White information her practice individual loss practice.,30,26,2
2706,Facebook,darren41,2023-04-02 13:45:03,Could pattern listen city.,107,21,10
2707,Instagram,williamsjessica,2022-12-27 02:45:03,However store audience environment upon.,229,27,18
2708,Twitter,richard55,2023-03-29 01:45:03,Commercial play actually can board range knowledge.,166,18,11
2709,Instagram,kevinjarvis,2023-10-26 12:45:03,Process leader product character operation board notice front.,61,20,5
2710,Instagram,dawnsanchez,2023-09-29 17:45:03,Half use raise attorney.,74,8,5
2711,Facebook,kbowers,2023-08-24 13:45:03,Star floor medical front.,77,18,21
2712,Facebook,warrendavid,2022-12-25 11:45:03,If value medical start.,264,26,18
2713,Twitter,kim07,2023-05-17 09:45:03,Among hour say western fly every.,278,47,23
2714,Twitter,sanchezmarilyn,2023-01-04 07:45:03,Report nor in their teach four girl mouth.,174,1,9
2715,Facebook,julieneal,2023-06-02 21:45:03,Through still put perhaps likely.,150,40,28
2716,Facebook,cgonzalez,2023-04-07 19:45:03,Fall next control reason street.,83,6,24
2717,Instagram,cynthiahernandez,2023-07-22 12:45:03,Specific four treat very out.,228,47,14
2718,Facebook,rebeccasuarez,2023-06-28 21:45:03,Material answer crime condition data.,57,8,16
2719,Twitter,kelleyholly,2023-01-23 13:45:03,Voice way many over member truth.,280,23,27
2720,Facebook,scott37,2023-01-28 04:45:03,Agreement issue rule media hotel consider change again.,254,39,14
2721,Facebook,mitchelllaura,2023-05-22 12:45:03,Item quality within key important hit.,89,27,28
2722,Facebook,jessica83,2023-06-23 21:45:03,Save measure doctor computer more.,26,20,7
2723,Twitter,wjones,2023-01-07 14:45:03,Rich rest chance rule practice six room.,256,30,23
2724,Instagram,walshcourtney,2023-06-19 03:45:03,Pass energy others news.,178,50,6
2725,Facebook,joseph58,2022-12-24 05:45:03,Stand they time world against.,129,23,27
2726,Facebook,christophermoody,2022-12-22 23:45:03,Look wide contain various art land.,128,13,28
2727,Facebook,mcleanrobert,2023-10-19 18:45:03,Stock season police offer best risk myself.,56,25,28
2728,Facebook,pamela45,2023-08-14 14:45:03,Fish pass billion school impact result dog.,48,31,28
2729,Instagram,xgibson,2023-09-15 10:45:03,Wind strategy after listen answer performance.,64,18,15
2730,Instagram,jessicagentry,2023-01-20 17:45:03,Leader performance deal affect necessary note return.,192,27,10
2731,Twitter,cooperoscar,2023-02-11 03:45:03,Language item successful yourself cultural up.,222,25,16
2732,Instagram,qsimmons,2023-03-09 06:45:03,Police hair record between rule painting type believe.,298,27,23
2733,Instagram,stevenjohnson,2023-09-30 00:45:03,People service still risk campaign cell.,122,45,1
2734,Facebook,brangel,2023-01-17 18:45:03,Or officer stock sometimes race.,197,17,27
2735,Twitter,rogerssamantha,2023-11-26 09:45:03,Two adult TV boy.,98,26,10
2736,Instagram,henry10,2023-03-25 02:45:03,House central actually large develop.,275,40,3
2737,Facebook,hendrixmichelle,2023-02-28 15:45:03,In admit its rise should say laugh.,248,44,24
2738,Instagram,marysloan,2023-10-12 13:45:03,No leave local scientist his speak.,13,25,11
2739,Twitter,graytiffany,2023-05-13 18:45:03,Surface education best notice.,206,22,23
2740,Instagram,pking,2023-05-25 23:45:03,Close land road institution.,85,49,13
2741,Facebook,alexistaylor,2023-10-29 09:45:03,Cut development fill soon.,97,17,13
2742,Facebook,coxedward,2022-12-27 09:45:03,True administration single point certainly lose.,86,48,5
2743,Instagram,justin77,2023-07-31 17:45:03,Huge expect main.,154,7,9
2744,Twitter,jonesnicholas,2023-06-04 16:45:03,Leader rock back scientist many company.,288,19,27
2745,Twitter,diane45,2023-09-12 09:45:03,Line back doctor yourself on.,182,30,15
2746,Facebook,eestrada,2023-05-15 04:45:03,Center hold few focus write general.,149,46,17
2747,Instagram,karenlopez,2023-08-29 19:45:03,List explain six improve chance.,89,32,6
2748,Twitter,hmorgan,2023-02-20 04:45:03,Get president effort condition letter.,215,21,8
2749,Facebook,jeffrey69,2022-12-31 16:45:03,Too prevent group yet though sense kind.,289,31,8
2750,Twitter,jodimartinez,2023-03-20 23:45:03,Give about spring would surface collection.,178,28,16
2751,Instagram,julieavery,2023-03-22 15:45:03,Religious window point become.,145,20,27
2752,Twitter,patricia66,2022-12-29 15:45:03,Likely agency test himself take security hour.,106,40,2
2753,Twitter,toni72,2023-09-20 06:45:03,Everyone carry individual set a measure close.,58,1,3
2754,Facebook,donna65,2023-12-01 21:45:03,Line page police.,54,21,27
2755,Facebook,tonyconner,2023-11-20 00:45:03,Lose nature commercial father when whatever team.,85,15,26
2756,Facebook,qguerrero,2023-04-01 06:45:03,Beyond part she member know most here.,211,3,17
2757,Instagram,rogerstony,2023-09-07 10:45:03,Statement yes benefit.,253,29,18
2758,Facebook,robin76,2022-12-10 12:45:03,Return view trip skin role position.,253,9,19
2759,Twitter,robert63,2023-10-10 17:45:03,Read particular hospital less cause.,295,24,2
2760,Twitter,miranda35,2023-11-03 01:45:03,Want reason sense power view president.,299,9,15
2761,Facebook,millertammy,2023-02-01 04:45:03,Growth Congress skin town direction song.,101,10,25
2762,Twitter,dustin98,2023-08-02 17:45:03,Already give line while as.,117,22,27
2763,Facebook,villaryan,2023-08-02 06:45:03,Future society meet policy.,239,45,23
2764,Facebook,miguel57,2023-05-20 14:45:03,Share turn Congress.,189,29,4
2765,Instagram,davidmcdonald,2023-05-17 21:45:03,Although student draw require.,82,28,30
2766,Twitter,scott60,2023-04-27 19:45:03,Add ok behavior wait final eye tree.,106,44,11
2767,Facebook,karaluna,2022-12-07 16:45:03,Should somebody week expert treatment age.,159,18,20
2768,Instagram,hallkyle,2023-08-01 12:45:03,Thing nice more college church whatever score themselves.,280,20,29
2769,Facebook,sandovalbreanna,2023-03-24 01:45:03,Never movement price city.,298,13,9
2770,Instagram,danielle26,2023-10-24 04:45:03,Character use quickly development tend.,128,38,29
2771,Instagram,jasmine28,2023-10-20 19:45:03,Follow much sing family shake support.,24,14,9
2772,Facebook,anthonyriley,2023-10-05 16:45:03,Member threat deep result.,83,38,17
2773,Instagram,fpatton,2023-11-03 22:45:03,Yes deal far child of.,130,8,7
2774,Instagram,johnhansen,2023-05-14 20:45:03,Design during modern show consider return worry.,25,22,8
2775,Instagram,kmiller,2023-09-24 10:45:03,Pretty far decade simply leg food center parent.,18,5,26
2776,Instagram,whitakerkenneth,2023-11-17 04:45:03,Dinner reality be increase help administration.,125,43,5
2777,Twitter,cynthiapierce,2023-08-12 14:45:03,Nor party realize decade concern throw official hot.,34,50,25
2778,Facebook,fishercynthia,2023-07-13 20:45:03,However choose describe impact soon.,133,34,12
2779,Twitter,jessica38,2023-06-17 08:45:03,Do local trouble especially treatment professor.,238,25,20
2780,Facebook,hjohnson,2023-06-17 18:45:03,Establish off western car.,262,8,2
2781,Instagram,wrightbarbara,2023-03-26 21:45:03,Energy word improve alone share consumer for.,80,22,29
2782,Twitter,anthony22,2023-08-15 08:45:03,Ago woman them research able.,58,37,9
2783,Twitter,johncardenas,2023-07-17 17:45:03,Record hand source lose.,157,32,30
2784,Twitter,jared57,2023-06-17 03:45:03,Whatever vote particular plan because successful believe.,28,3,10
2785,Facebook,logan86,2023-08-28 22:45:03,Population coach human staff together.,208,50,24
2786,Facebook,millskaren,2023-04-28 01:45:03,Prove lot bank reveal majority senior.,90,18,10
2787,Facebook,morrisonwilliam,2023-03-14 22:45:03,Address look anyone decision role.,160,15,30
2788,Facebook,kholder,2023-09-23 02:45:03,Section stuff great often always.,83,44,15
2789,Facebook,matthew47,2023-05-10 23:45:03,However research suddenly wonder.,185,12,4
2790,Facebook,ericherring,2023-03-27 22:45:03,Process show test rise discussion often.,83,2,5
2791,Twitter,laurenkelly,2023-11-18 18:45:03,Statement although do if raise building.,119,19,21
2792,Instagram,jeffreyfischer,2023-03-16 21:45:03,Drop ground commercial last alone.,39,13,18
2793,Facebook,mortiz,2023-03-18 00:45:03,Consider husband seat speech wall rest see.,208,26,19
2794,Instagram,kharris,2023-02-09 06:45:03,Young federal line language mother figure buy.,262,38,5
2795,Twitter,guy38,2023-04-08 19:45:03,Night vote for camera when letter.,282,28,18
2796,Instagram,lauriechung,2022-12-17 00:45:03,Whether stand rather short today price world.,49,9,11
2797,Twitter,westrichard,2022-12-16 11:45:03,Memory win American.,181,11,8
2798,Facebook,robertatkinson,2023-01-08 22:45:03,Learn TV model edge move only.,75,1,11
